zw,Please select your battalion,What is your time in service?,"Have you completed a mobilization or deployment? (SAD, Title 10, Title 32, etc.)",If you are deploying in the next twelve months do you have any questions or concerns regarding an upcoming deployment?,Have you used any form of educational assistance?,"If ""yes"" what educational benefits have you utilized and have you had any issues utilizing them?",Are you aware of the 211 resource?,Have you had any pay issues to include bonuses not being paid in a timely manner?,Do you feel like your leadership is competent and interested in your development as a soldier and civilian?,Would you be interested in extending or re-enlisting?,Would you be interested in re-enlisting or extending if you were at a different unit?,Would you be interested in re-enlisting or extending if you could acquire a new MOS?,Do you feel valued at your unit?,What made you join the Army National Guard?,What has changed over the course of your enlistment that may have negatively impacted your desire to stay in? ,"In as much detail as you would like, please explain why you are, or are not interested in extending or re-enlisting.",What changes would you make to improve the morale of soldiers within your company or battlion?,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Have you attended any military schools other than your initial entry training?,"If ""No"" please elaborate on what would make you feel like a more valued asset to the team."
2/9/2025 8:12:28,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,If and where we are going,Yes,Montgomery GI Bill and State Tuition and yes it’s a terrible system,No,Yes,No,Undecided,Yes,Yes,No,School,Hurting my body/ Getting mobilized at the beginning of a semester.,Deez,Nutz,,,,,,,Yes,If I could get E-5
2/9/2025 8:12:47,X58AA (183rd CAV),Greater than 12 years,Yes,,No,,No,No,Yes,Undecided,I am happy at my current unit,I am happy in my current MOS,Yes,Job opportunities,Disappointment in leadership,Possibly I may re-enlist to reach retirement ,N/A,,,,,,,Yes,
2/9/2025 8:13:02,X58AA (183rd CAV),Less than 3 years,Yes,,Yes,Army Credentialing Assistance for a 10 week project management course. No issues,No,No,Yes,Undecided,I am happy at my current unit,Yes,Yes,Life experience ,Nothing,Undecided about re-enlisting with my current MOS but will re-enlist if I can acquire a new MOS such as 15T,More mortar training with 11C,,,,,,,No,
2/9/2025 8:13:15,X58AA (183rd CAV),Greater than 12 years,Yes,Not deploying in 12 months,No,,No,No,Yes,Yes,Yes,No,Yes,Serve my country ,Nothing,I’m ready to retire,None,,,,,,,Yes,
2/9/2025 8:13:43,ZGEAA (429th BN),Less than 3 years,No,No,No,,No,No,Yes,Undecided,I am happy at my current unit,I am happy in my current MOS,Yes,Family ,Family ,Maybe ,None,,,,,,,No,
2/9/2025 8:14:22,ZGEAA (429th BN),Less than 3 years,No,No,No,,No,No,Yes,Undecided,I am happy at my current unit,I am happy in my current MOS,Yes,I don’t know,Nothing,I don’t know yet,im not too sure,,,,,,,No,
2/9/2025 8:15:03,X58AA (183rd CAV),Less than 3 years,Yes,,No,,No,No,Yes,Yes,I am happy at my current unit,I am happy in my current MOS,Yes,School,Miscommunication ,To get the VA home loan benefits ,nothing at the moment ,,,,,,,No,
2/9/2025 8:15:23,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,Not deploying ,Yes,STAP and Federal TA ,No,No,Yes,Undecided,I am happy at my current unit,I am happy in my current MOS,Yes,Needed to pay for college ,The Cavalry unit I’m assigned to will be essentially dissolved soon and I won’t be able to get my spurs ,I have already deployed and am not interested in doing that again. Its time to settle down and have a family and a civilian career ,I don’t know,,,,,,,No,N/A
2/9/2025 8:15:57,ZGEAA (429th BN),Greater than 3 years but less than 6,Yes,No question.,Yes,ArmyIgnitEd,No,No,Yes,Undecided,Yes,Yes,Yes,Tuition assistance ,To be more lively and enjoy life.,I want to use my military experience to further my career in IT.,More classes opportunity within the unit,,,,,,,No,
2/9/2025 8:16:54,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,,No,N/A,Yes,No,No,Undecided,I am happy at my current unit,No,No,You have to see a guard recruiter when leaving active. He was good at his job ,"Cav disbanding, lack of mos specific training, soldiers unable to be disciplined to the point where it effects the platoon, incompetent senior enlisted leaders","My body hurts, soldiers being promoted above those actually qualified, soldiers who have proved they are incompetent being promoted ahead of actual competent soldiers, lack of regular mos specific training, the units inability to fix anything remotely broken",Not having to move around without a home unit. Distance of travel. I don’t just as most people don’t want to drive 5+ hours for a tiny drill check,,,,,,,Yes,Training is usually bypassed for us 
2/9/2025 8:17:00,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,,Yes,"ROTC Scholarship, Federal TA",No,No,Yes,Undecided,Yes,I am happy in my current MOS,Yes,"Service, tuition assistance",Amount of time demanded to be away from family and work,Amount of time required away from family and work,Quarterly drills,,,,,,,No,
2/9/2025 8:17:11,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,"Failing school, upending civilian career goals, inability to start a family before age concerns",Yes,GI bill ,No,Yes,No,Undecided,Yes,I am happy in my current MOS,No,Love of service and country,"Leadership and lack of information, and timing of deployments with significant life events","Upcoming deployment, freshly finishing nursing school to finally start a new career and finally working again, finally afford a house, last moment in my mid 30s to start a family with significant other. Deployment would happen months just before all of this.","Detailed drill information being put out greater than 24hrs prior to drill, command not getting upset if tasting is having trouble being completed due to lack of detailed info, promises by command being kept, trying to less interfere with holidays or major national events.",,,,,,,Yes,"Lack of information is trickling down to E5 level, leading to frustration, stress, and poorer performance "
2/9/2025 8:18:26,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,,Yes,Army ignited ,No,No,No,No,No,No,No,Really reconsidering my first thought (coma) I thought I would be able to build a military career and go to school ,Constantly being a target no matter if I’m doing good or bad ,Because I don’t make enough money to keep dealing with a racist price of shit’s bullshit from home they shit on us because life isn’t great at home but meanwhile still living better than the person they’re power tripping over ,Well actually look at the leadership and look into them read these surveys we do some of us actually want to speak up but when we do we get counseling’s or article 15 if done range I feel as though the ranking structure between E-5 - E-7 even in some areas need to be strongly re-evaluated  ,,,,,,,No,I’m black no one cares for my achievements 
2/9/2025 8:21:48,X58AA (183rd CAV),Greater than 6 years but less than 12,No,,No,,No,Yes,No,Undecided,I am happy at my current unit,I am happy in my current MOS,No,I spent a lot of time active duty and transitioned to the guard. I wanted something close to home to contine to serve now the cav is moving on so I might too. ,"The Cav disbanding, limited MOS specific training, 80%of our essential equipment is unserviceable. Lack of development tatically from officers, seeing 10 year SPC, the lack of ability to truly discipline soldiers, the culture regular drills on Fridays effecting work. Soldiers being promoted who have no business being in that rank especially at the NCO level.  At a state level very little 11Cs have IMLC. I'm almost half way through my contact and my $10,000 signing bonus has yet to be paid. ","I'm undecided, but I want to hear the pitch. ","Not force soldiers to have to travel to a location different from the one I signed a multi year contract to attend. Point blank if the Cav moves and I have to travel further than I already do, I WILL ETS. The VANG is already hurting for mortars and even more for IMLC qualified mortars, but I will leave. ",,,,,,,Yes,As an 11C in the Cav we are used as bodies for details and get limited opportunities to actually train. Enlisted soldiers are well behind their peers. 
2/9/2025 8:23:21,X58AA (183rd CAV),Greater than 3 years but less than 6,No,,No,,No,Yes,No,No,Yes,No,No,"Physically staying  active  , financial reasons , serve my country ","Constantly pay issues
",Constantly pay issues and no real guidance . Expect you to know . ,"Clear and transparent communication , prepare soldiers for challenges ",,,,,,,No,No real guidance and does not give section alibis 
2/9/2025 8:25:11,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,,Yes,Montgomery GI Bill,No,No,Yes,No,No,No,Yes,Education and Service to Nation,Injury,Med Board ,Better communication about benefits to retention and extending ,,,,,,,Yes,
2/9/2025 8:28:46,X58AA (183rd CAV),Greater than 12 years,Yes,,Yes,Fed ta and yes ,No,Yes,No,No,I am happy at my current unit,Yes,No,Wanted to served and go to school ,The time commitment and lack of understanding ,Tired of being burn out and putting civilian life on hold ,Better support ,,,,,,,Yes,Meeting our needs to complete the mission 
2/9/2025 8:29:15,ZGEAA (429th BN),Less than 3 years,No,,No,,No,Yes,Yes,Undecided,I am happy at my current unit,No,Yes,Opportunities to development my skills ,I don't have anything negative,I’m interested because I would like to develop my skills ,talks to integrate people to better understand their intentions as a soldier and companion,,,,,,,No,
2/9/2025 8:30:16,ZGEAA (429th BN),Greater than 3 years but less than 6,Yes,None,Yes,GI bill ,No,No,No,No,No,No,No,Wanted to serve ,Poor leadership and treatment ,Poor leadership and treatment ,Better treatment and better leadership,,,,,,,Yes,No one is valued 
2/9/2025 8:34:20,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,No.,Yes,GI Bill,No,Yes,Yes,Undecided,I am happy at my current unit,Yes,Yes,Continued health benefits and retirement.,Additional deployments and VA disability claims.,N/A at this time.,N/A at this time.,,,,,,,Yes,
2/9/2025 8:35:27,ZGEAA (429th BN),Greater than 12 years,Yes,,Yes,"TA, 1607, Post 9/11",No,Yes,No,No,Yes,Yes,No,School,"Leadership, only about numbers and never care about soldier care. We don’t get paid enough, what we do doesn’t out weigh the pay and constant back and forth","Don’t get paid enough, leadership needs to reevaluate their standards. It’s not always about the mission. Not once have I seen leadership checking on their people. ",The deed is already done. ,,,,,,,Yes,"Being heard and understood, actually doing my job and not being tasked out to do everything else all the time (same individuals every time)"
2/9/2025 8:46:46,ZGEAA (429th BN),Greater than 12 years,Yes,No,No,,No,Yes,No,No,No,No,No,Wanted to serve my community during times of need. ,Unrealistic uptempo. ,As stated before unrealistic expectations. Demand is entirely too much for a part force. Guard expects active duty standards and services with limited full time staff. Puts Soldiers in a bind when requirements are needed outside of drill.,Raise my hand and say no to to tasks that can not be completed realistically whether due to time or personnel constraints. Jumping through hoops and working in chaos is expected however has become the norm. Legitimate prior planning and understanding the guards actual limitations. Minimize short suspenses that put strains on the force by requiring troops to request time away from their jobs. Yes you can't be fired by your employer however this is abused by the guard putting issues between employers and our Soldiers.,,,,,,,Yes,Not heard. Unrealistic expectations. No work life balance. Expected to work immense hours outside of the drill weekend with 0 compensation.
2/9/2025 8:47:15,XA3AA (1-116th 3rd BN),Greater than 6 years but less than 12,Yes,No,Yes,Tuition assistance and GI,No,Yes,No,No,No,No,Yes,Following the footprints of my family ,All the unplanned training tasks and drill weekends,Army has drastically changed from when I first enlisted ,Listen to the Joe’s and take serious recommendations for future training cycles ,,,,,,,Yes,
2/9/2025 8:49:20,ZGEAA (429th BN),Less than 3 years,Yes,No,No,,No,No,Yes,Yes,I am happy at my current unit,I am happy in my current MOS,Yes,Experience ,Nothing,"I am interested in enlisting again, for the extended experience ",More communication ,,,,,,,No,
2/9/2025 8:52:08,ZGEAA (429th BN),Less than 3 years,No,,No,,No,No,No,No,I am happy at my current unit,No,Yes,Benefits ,Don’t do my job as a 92F as much,Most drills are a waste of time in my opinion for lower enlisted,More training relating to your MOS ,,,,,,,No,
2/9/2025 9:09:43,V5KAA (29th DIV),Greater than 6 years but less than 12,Yes,No,Yes,Post 9/11 G I Bill,No,No,Yes,Yes,I am happy at my current unit,Yes,Yes,I have always wanted to join the military. ,My Mos is a dead end job,I want to stay in so I can change my Mos to 25S.,Better communication ,,,,,,,No,
2/9/2025 9:10:39,X6TAA (329th HHC),Less than 3 years,No,No ,Yes,"Hi bill , TA",No,No,Yes,No,No,No,Yes,School ,Struggling with splitting in the beginning ,"Don’t feel it’s as beneficial , now my thoughts may change since my lt and platoon ssg has changed . Things have progressed but it is time consuming driving ",better knowledge on things ,,,,,,,No,
2/9/2025 9:11:18,ZGEAA (429th BN),Less than 3 years,No,No ,No,N/A,No,No,Yes,Undecided,Yes,I am happy in my current MOS,Yes,N/A,N/A,Undecided ,Communication ,,,,,,,No,
2/9/2025 9:12:27,X58AA (183rd CAV),Greater than 6 years but less than 12,Yes,Job retention; school attendance; priority to attend next military schools for promotion ,Yes,GI Bill,No,No,No,No,Yes,Yes,No,Serving my country; gaining strong skills; coaching and mentoring soldiers ,Career progression (promotions and broadening assignments (beyond the typical staff level additional duties)),"Hearing from folks in our ranks, soldiers feel they are being held from job opportunities, for instance, going on ADOS to get essential military experiences that are highly desired for employers; soldiers feel overwhelmed with long distance travel and prolonged drill hours ","Soldiers getting opportunities to go ADOS to get real world experiences; working on actual MOS skills; proper equipment to meet tasks and unit METLs (Laptops, humvees)",,,,,,,Yes,Having the resources and structured time to mentor soldiers; having resources available to send soldiers to MOS specific training or promotion opportunities 
2/9/2025 9:12:47,ZGEAA (429th BN),Greater than 6 years but less than 12,No,,No,,No,Yes,Yes,Yes,I am happy at my current unit,I am happy in my current MOS,Yes,I joined to pay for college.,Each unit i have been assigned to has been farther from my home station than the last. Lodging in Kind has recently made my quality of live much higher but the milage is still a hard burden when there are units much closer to my house.,None,My moral would be higher if the gear i was using was modernized. We are using gear that is far below active duty standards....both OCIE and tactical vehicles.,,,,,,,Yes,
2/9/2025 9:13:01,X58AA (183rd CAV),Greater than 3 years but less than 6,No,,No,,No,No,Yes,Undecided,No,No,No,Benefits,Disorder,Structure of the guard ,"Accommodate, clear plans",,,,,,,No,
2/9/2025 9:18:53,V5KAA (29th DIV),Greater than 6 years but less than 12,No,,Yes,,No,Yes,Yes,Yes,Yes,I am happy in my current MOS,Yes,Better myself,N/A,N/A,N/A,,,,,,,Yes,
2/9/2025 9:19:20,PHMAA (111th FA BN),Greater than 6 years but less than 12,Yes,,No,,No,No,No,Undecided,I am happy at my current unit,I am happy in my current MOS,Yes,Service to country ,Wokeness. Forcing women into combat arms by lowering standards. And then lowering grooming standards for women and then praising women every ten seconds like men do nothing. Then lowering field training for women. If the army wanted to make soldiers biased against women they did a good job.,Time taken away from family for BS assignments with little training value.,Raise standards and ensure the soldiers can get the training they need not bs death by power point or supporting other units training while their training time gets sacrificed. The soldiers like things being hard if it improves their skills for completing the job they signed up for.,,,,,,,Yes,
